date,weather_code,temperature_2m_mean,sunrise,sunset,daylight_duration,sunshine_duration,rain_sum,precipitation_hours,wind_speed_10m_max
2023-01-01,1.0,25.016914,0,0,41029.598,38348.76,0.0,0.0,16.203999
2023-01-02,1.0,24.554419,0,0,41040.44,37221.246,0.0,0.0,16.071491
2023-01-03,1.0,24.248169,0,0,41052.26,38375.438,0.0,0.0,15.778516
2023-01-04,0.0,23.660667,0,0,41065.04,38390.406,0.0,0.0,14.291592
2023-01-05,1.0,24.081503,0,0,41078.74,38406.418,0.0,0.0,14.003028
2023-01-06,1.0,25.014833,0,0,41093.336,38423.445,0.0,0.0,13.896187
2023-01-07,0.0,26.196081,0,0,41108.812,38441.44,0.0,0.0,16.09969
2023-01-08,1.0,27.0315,0,0,41125.133,38460.387,0.0,0.0,17.072504
2023-01-09,1.0,26.319,0,0,41142.277,38480.246,0.0,0.0,20.3774
2023-01-10,1.0,26.539835,0,0,41160.215,38489.438,0.0,0.0,17.49615
2023-01-11,0.0,25.904417,0,0,41178.926,38475.445,0.0,0.0,15.273505
2023-01-12,1.0,25.643997,0,0,41198.375,38462.555,0.0,0.0,12.229406
2023-01-13,1.0,25.87525,0,0,41218.54,38450.816,0.0,0.0,13.276144
2023-01-14,1.0,25.277334,0,0,41239.4,38440.28,0.0,0.0,14.24163
2023-01-15,1.0,25.335669,0,0,41260.92,38431.008,0.0,0.0,14.33234
2023-01-16,1.0,25.773165,0,0,41283.09,38423.06,0.0,0.0,15.629971
2023-01-17,0.0,25.944,0,0,41305.867,38416.48,0.0,0.0,14.494192
2023-01-18,0.0,25.696083,0,0,41329.28,38411.31,0.0,0.0,14.48972
2023-01-19,0.0,25.954416,0,0,41353.598,38407.33,0.0,0.0,14.264361
2023-01-20,1.0,26.541916,0,0,41378.81,38404.44,0.0,0.0,12.261158
2023-01-21,1.0,27.087746,0,0,41404.883,38402.645,0.0,0.0,9.904906
2023-01-22,1.0,28.23358,0,0,41431.77,38401.92,0.0,0.0,10.233123
2023-01-23,1.0,27.583582,0,0,41459.434,38402.266,0.0,0.0,12.429127
2023-01-24,2.0,29.296087,0,0,41487.82,36463.81,0.0,0.0,9.585739
2023-01-25,2.0,30.077333,0,0,41516.902,38238.977,0.0,0.0,10.948973
2023-01-26,1.0,30.137749,0,0,41546.633,38236.484,0.0,0.0,16.78156
2023-01-27,1.0,28.575249,0,0,41576.965,37704.734,0.0,0.0,19.296135
2023-01-28,1.0,26.841919,0,0,41607.863,38419.516,0.0,0.0,16.1198
2023-01-29,1.0,23.829416,0,0,41639.29,38426.004,0.0,0.0,12.879752
2023-01-30,1.0,24.452332,0,0,41671.203,38433.477,0.0,0.0,14.618837
2023-01-31,1.0,25.58983,0,0,41703.562,38441.93,0.0,0.0,13.281023
2023-02-01,1.0,26.70858,0,0,41736.332,38451.35,0.0,0.0,13.324863
2023-02-02,1.0,27.477333,0,0,41769.473,38355.934,0.0,0.0,12.7279215
2023-02-03,1.0,27.210665,0,0,41802.95,38473.08,0.0,0.0,16.62249
2023-02-04,1.0,26.854414,0,0,41836.723,38353.6,0.0,0.0,14.277983
2023-02-05,1.0,26.76275,0,0,41870.758,38085.8,0.0,0.0,13.779114
2023-02-06,1.0,28.719,0,0,41905.016,37282.656,0.0,0.0,13.049689
2023-02-07,2.0,28.74608,0,0,41939.523,36000.0,0.0,0.0,14.264361
2023-02-08,0.0,29.06275,0,0,41974.617,38544.21,0.0,0.0,17.309975
2023-02-09,1.0,29.364838,0,0,42010.31,38561.79,0.0,0.0,13.661038
2023-02-10,2.0,30.685663,0,0,42046.566,38484.02,0.0,0.0,11.966954
